HMDB_ID;CPD_NAME;KEGG_ID;MOL_WEIGHT;CHEM_FORM
HMDB0083194;CL(i-13:0/i-18:0/i-16:0/i-17:0);;1353.87;C73H142O17P2
HMDB0083195;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-17:0)[rac];;1349.838;C73H138O17P2
HMDB0083196;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-17:0);;1349.838;C73H138O17P2
HMDB0083197;CL(a-13:0/i-18:0/i-16:0/i-17:0)[rac];;1353.87;C73H142O17P2
HMDB0083198;CL(a-13:0/18:2(9Z,11Z)/i-16:0/a-17:0)[rac];;1349.838;C73H138O17P2
HMDB0083199;CL(i-13:0/18:2(9Z,11Z)/i-16:0/a-17:0)[rac];;1349.838;C73H138O17P2
HMDB0083200;CL(i-13:0/i-18:0/i-16:0/a-17:0)[rac];;1353.87;C73H142O17P2
HMDB0083201;CL(a-13:0/i-18:0/i-16:0/a-17:0)[rac];;1353.87;C73H142O17P2
HMDB0083202;CL(i-13:0/i-18:0/i-16:0/18:2(9Z,11Z));;1363.865;C74H140O17P2
HMDB0083203;CL(i-13:0/i-18:0/i-16:0/i-18:0);;1367.897;C74H144O17P2
HMDB0083204;CL(a-13:0/i-18:0/i-16:0/18:2(9Z,11Z))[rac];;1363.865;C74H140O17P2
HMDB0083205;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-18:0)[rac];;1363.865;C74H140O17P2
HMDB0083206;CL(i-13:0/18:2(9Z,11Z)/i-16:0/18:2(9Z,11Z));;1359.833;C74H136O17P2
HMDB0083207;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-18:0);;1363.865;C74H140O17P2
HMDB0083208;CL(a-13:0/i-18:0/i-16:0/i-18:0)[rac];;1367.897;C74H144O17P2
HMDB0083209;CL(a-13:0/18:2(9Z,11Z)/i-16:0/18:2(9Z,11Z))[rac];;1359.833;C74H136O17P2
HMDB0083210;CL(i-13:0/i-18:0/i-16:0/i-19:0);;1381.924;C75H146O17P2
HMDB0083211;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-19:0)[rac];;1377.892;C75H142O17P2
HMDB0083212;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-19:0);;1377.892;C75H142O17P2
HMDB0083213;CL(a-13:0/i-18:0/i-16:0/i-19:0)[rac];;1381.924;C75H146O17P2
HMDB0083214;CL(i-13:0/i-18:0/i-16:0/i-20:0);;1395.951;C76H148O17P2
HMDB0083215;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-20:0)[rac];;1391.919;C76H144O17P2
HMDB0083216;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-20:0);;1391.919;C76H144O17P2
HMDB0083217;CL(a-13:0/i-18:0/i-16:0/i-20:0)[rac];;1395.951;C76H148O17P2
HMDB0083218;CL(i-13:0/i-18:0/i-16:0/i-21:0);;1409.978;C77H150O17P2
HMDB0083219;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-21:0)[rac];;1405.946;C77H146O17P2
HMDB0083220;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-21:0);;1405.946;C77H146O17P2
HMDB0083221;CL(a-13:0/i-18:0/i-16:0/i-21:0)[rac];;1409.978;C77H150O17P2
HMDB0083222;CL(a-13:0/18:2(9Z,11Z)/i-16:0/a-21:0)[rac];;1405.946;C77H146O17P2
HMDB0083223;CL(i-13:0/18:2(9Z,11Z)/i-16:0/a-21:0)[rac];;1405.946;C77H146O17P2
HMDB0083224;CL(i-13:0/i-18:0/i-16:0/a-21:0)[rac];;1409.978;C77H150O17P2
HMDB0083225;CL(a-13:0/i-18:0/i-16:0/a-21:0)[rac];;1409.978;C77H150O17P2
HMDB0083226;CL(i-13:0/i-18:0/i-16:0/i-22:0);;1424.005;C78H152O17P2
HMDB0083227;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-22:0)[rac];;1419.973;C78H148O17P2
HMDB0083228;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-22:0);;1419.973;C78H148O17P2
HMDB0083229;CL(a-13:0/i-18:0/i-16:0/i-22:0)[rac];;1424.005;C78H152O17P2
HMDB0083230;CL(i-13:0/i-18:0/i-16:0/i-24:0);;1452.059;C80H156O17P2
HMDB0083231;CL(a-13:0/18:2(9Z,11Z)/i-16:0/i-24:0)[rac];;1448.027;C80H152O17P2
HMDB0083232;CL(i-13:0/18:2(9Z,11Z)/i-16:0/i-24:0);;1448.027;C80H152O17P2
HMDB0083233;CL(a-13:0/i-18:0/i-16:0/i-24:0)[rac];;1452.059;C80H156O17P2
HMDB0083234;CL(a-13:0/18:2(9Z,11Z)/i-16:0/a-25:0)[rac];;1462.054;C81H154O17P2
HMDB0083235;CL(i-13:0/18:2(9Z,11Z)/i-16:0/a-25:0)[rac];;1462.054;C81H154O17P2
HMDB0083236;CL(i-13:0/i-18:0/i-16:0/a-25:0)[rac];;1466.086;C81H158O17P2
HMDB0083237;CL(a-13:0/i-18:0/i-16:0/a-25:0)[rac];;1466.086;C81H158O17P2
HMDB0083238;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-12:0)[rac];;1293.73;C69H130O17P2
HMDB0083239;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-12:0)[rac];;1293.73;C69H130O17P2
HMDB0083240;CL(i-13:0/i-18:0/i-17:0/i-12:0);;1297.762;C69H134O17P2
HMDB0083241;CL(a-13:0/i-18:0/a-17:0/i-12:0)[rac];;1297.762;C69H134O17P2
HMDB0083242;CL(i-13:0/i-18:0/a-17:0/i-12:0)[rac];;1297.762;C69H134O17P2
HMDB0083243;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-12:0)[rac];;1293.73;C69H130O17P2
HMDB0083244;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-12:0);;1293.73;C69H130O17P2
HMDB0083245;CL(a-13:0/i-18:0/i-17:0/i-12:0)[rac];;1297.762;C69H134O17P2
HMDB0083246;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083247;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083248;CL(i-13:0/i-18:0/i-17:0/i-13:0);;1311.789;C70H136O17P2
HMDB0083249;CL(a-13:0/18:2(9Z,11Z)/a-17:0/a-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083250;CL(a-13:0/i-18:0/a-17:0/i-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083251;CL(i-13:0/i-18:0/a-17:0/i-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083252;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083253;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-13:0);;1307.757;C70H132O17P2
HMDB0083254;CL(i-13:0/18:2(9Z,11Z)/a-17:0/a-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083255;CL(a-13:0/i-18:0/i-17:0/i-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083256;CL(i-13:0/i-18:0/a-17:0/a-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083257;CL(a-13:0/18:2(9Z,11Z)/i-17:0/a-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083258;CL(a-13:0/i-18:0/a-17:0/a-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083259;CL(i-13:0/18:2(9Z,11Z)/i-17:0/a-13:0)[rac];;1307.757;C70H132O17P2
HMDB0083260;CL(i-13:0/i-18:0/i-17:0/a-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083261;CL(a-13:0/i-18:0/i-17:0/a-13:0)[rac];;1311.789;C70H136O17P2
HMDB0083262;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-14:0)[rac];;1321.784;C71H134O17P2
HMDB0083263;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-14:0)[rac];;1321.784;C71H134O17P2
HMDB0083264;CL(i-13:0/i-18:0/i-17:0/i-14:0);;1325.816;C71H138O17P2
HMDB0083265;CL(a-13:0/i-18:0/a-17:0/i-14:0)[rac];;1325.816;C71H138O17P2
HMDB0083266;CL(i-13:0/i-18:0/a-17:0/i-14:0)[rac];;1325.816;C71H138O17P2
HMDB0083267;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-14:0)[rac];;1321.784;C71H134O17P2
HMDB0083268;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-14:0);;1321.784;C71H134O17P2
HMDB0083269;CL(a-13:0/i-18:0/i-17:0/i-14:0)[rac];;1325.816;C71H138O17P2
HMDB0083270;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083271;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083272;CL(i-13:0/i-18:0/i-17:0/i-15:0);;1339.843;C72H140O17P2
HMDB0083273;CL(a-13:0/18:2(9Z,11Z)/a-17:0/a-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083274;CL(a-13:0/i-18:0/a-17:0/i-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083275;CL(i-13:0/i-18:0/a-17:0/i-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083276;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083277;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-15:0);;1335.811;C72H136O17P2
HMDB0083278;CL(i-13:0/18:2(9Z,11Z)/a-17:0/a-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083279;CL(a-13:0/i-18:0/i-17:0/i-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083280;CL(i-13:0/i-18:0/a-17:0/a-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083281;CL(a-13:0/18:2(9Z,11Z)/i-17:0/a-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083282;CL(a-13:0/i-18:0/a-17:0/a-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083283;CL(i-13:0/18:2(9Z,11Z)/i-17:0/a-15:0)[rac];;1335.811;C72H136O17P2
HMDB0083284;CL(i-13:0/i-18:0/i-17:0/a-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083285;CL(a-13:0/i-18:0/i-17:0/a-15:0)[rac];;1339.843;C72H140O17P2
HMDB0083286;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-16:0)[rac];;1349.838;C73H138O17P2
HMDB0083287;CL(i-13:0/i-18:0/i-17:0/i-16:0);;1353.87;C73H142O17P2
HMDB0083288;CL(a-13:0/i-18:0/a-17:0/i-16:0)[rac];;1353.87;C73H142O17P2
HMDB0083289;CL(i-13:0/i-18:0/a-17:0/i-16:0)[rac];;1353.87;C73H142O17P2
HMDB0083290;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-16:0)[rac];;1349.838;C73H138O17P2
HMDB0083291;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-16:0);;1349.838;C73H138O17P2
HMDB0083292;CL(a-13:0/i-18:0/i-17:0/i-16:0)[rac];;1353.87;C73H142O17P2
HMDB0083293;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083294;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083295;CL(i-13:0/i-18:0/i-17:0/i-17:0);;1367.897;C74H144O17P2
HMDB0083296;CL(a-13:0/18:2(9Z,11Z)/a-17:0/a-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083297;CL(a-13:0/i-18:0/a-17:0/i-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083298;CL(i-13:0/i-18:0/a-17:0/i-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083299;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083300;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-17:0);;1363.865;C74H140O17P2
HMDB0083301;CL(i-13:0/18:2(9Z,11Z)/a-17:0/a-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083302;CL(a-13:0/i-18:0/i-17:0/i-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083303;CL(i-13:0/i-18:0/a-17:0/a-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083304;CL(a-13:0/18:2(9Z,11Z)/i-17:0/a-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083305;CL(a-13:0/i-18:0/a-17:0/a-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083306;CL(i-13:0/18:2(9Z,11Z)/i-17:0/a-17:0)[rac];;1363.865;C74H140O17P2
HMDB0083307;CL(i-13:0/i-18:0/i-17:0/a-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083308;CL(a-13:0/i-18:0/i-17:0/a-17:0)[rac];;1367.897;C74H144O17P2
HMDB0083309;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-18:0)[rac];;1377.892;C75H142O17P2
HMDB0083310;CL(i-13:0/i-18:0/i-17:0/18:2(9Z,11Z));;1377.892;C75H142O17P2
HMDB0083311;CL(i-13:0/18:2(9Z,11Z)/a-17:0/18:2(9Z,11Z))[rac];;1373.86;C75H138O17P2
HMDB0083312;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-18:0)[rac];;1377.892;C75H142O17P2
HMDB0083313;CL(i-13:0/i-18:0/i-17:0/i-18:0);;1381.924;C75H146O17P2
HMDB0083314;CL(a-13:0/i-18:0/a-17:0/i-18:0)[rac];;1381.924;C75H146O17P2
HMDB0083315;CL(a-13:0/18:2(9Z,11Z)/a-17:0/18:2(9Z,11Z))[rac];;1373.86;C75H138O17P2
HMDB0083316;CL(i-13:0/i-18:0/a-17:0/i-18:0)[rac];;1381.924;C75H146O17P2
HMDB0083317;CL(a-13:0/i-18:0/i-17:0/18:2(9Z,11Z))[rac];;1377.892;C75H142O17P2
HMDB0083318;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-18:0)[rac];;1377.892;C75H142O17P2
HMDB0083319;CL(i-13:0/18:2(9Z,11Z)/i-17:0/18:2(9Z,11Z));;1373.86;C75H138O17P2
HMDB0083320;CL(a-13:0/i-18:0/a-17:0/18:2(9Z,11Z))[rac];;1377.892;C75H142O17P2
HMDB0083321;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-18:0);;1377.892;C75H142O17P2
HMDB0083322;CL(i-13:0/i-18:0/a-17:0/18:2(9Z,11Z))[rac];;1377.892;C75H142O17P2
HMDB0083323;CL(a-13:0/i-18:0/i-17:0/i-18:0)[rac];;1381.924;C75H146O17P2
HMDB0083324;CL(a-13:0/18:2(9Z,11Z)/i-17:0/18:2(9Z,11Z))[rac];;1373.86;C75H138O17P2
HMDB0083325;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-19:0)[rac];;1391.919;C76H144O17P2
HMDB0083326;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-19:0)[rac];;1391.919;C76H144O17P2
HMDB0083327;CL(i-13:0/i-18:0/i-17:0/i-19:0);;1395.951;C76H148O17P2
HMDB0083328;CL(a-13:0/i-18:0/a-17:0/i-19:0)[rac];;1395.951;C76H148O17P2
HMDB0083329;CL(i-13:0/i-18:0/a-17:0/i-19:0)[rac];;1395.951;C76H148O17P2
HMDB0083330;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-19:0)[rac];;1391.919;C76H144O17P2
HMDB0083331;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-19:0);;1391.919;C76H144O17P2
HMDB0083332;CL(a-13:0/i-18:0/i-17:0/i-19:0)[rac];;1395.951;C76H148O17P2
HMDB0083333;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-20:0)[rac];;1405.946;C77H146O17P2
HMDB0083334;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-20:0)[rac];;1405.946;C77H146O17P2
HMDB0083335;CL(i-13:0/i-18:0/i-17:0/i-20:0);;1409.978;C77H150O17P2
HMDB0083336;CL(a-13:0/i-18:0/a-17:0/i-20:0)[rac];;1409.978;C77H150O17P2
HMDB0083337;CL(i-13:0/i-18:0/a-17:0/i-20:0)[rac];;1409.978;C77H150O17P2
HMDB0083338;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-20:0)[rac];;1405.946;C77H146O17P2
HMDB0083339;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-20:0);;1405.946;C77H146O17P2
HMDB0083340;CL(a-13:0/i-18:0/i-17:0/i-20:0)[rac];;1409.978;C77H150O17P2
HMDB0083341;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083342;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083343;CL(i-13:0/i-18:0/i-17:0/i-21:0);;1424.005;C78H152O17P2
HMDB0083344;CL(a-13:0/18:2(9Z,11Z)/a-17:0/a-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083345;CL(a-13:0/i-18:0/a-17:0/i-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083346;CL(i-13:0/i-18:0/a-17:0/i-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083347;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083348;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-21:0);;1419.973;C78H148O17P2
HMDB0083349;CL(i-13:0/18:2(9Z,11Z)/a-17:0/a-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083350;CL(a-13:0/i-18:0/i-17:0/i-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083351;CL(i-13:0/i-18:0/a-17:0/a-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083352;CL(a-13:0/18:2(9Z,11Z)/i-17:0/a-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083353;CL(a-13:0/i-18:0/a-17:0/a-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083354;CL(i-13:0/18:2(9Z,11Z)/i-17:0/a-21:0)[rac];;1419.973;C78H148O17P2
HMDB0083355;CL(i-13:0/i-18:0/i-17:0/a-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083356;CL(a-13:0/i-18:0/i-17:0/a-21:0)[rac];;1424.005;C78H152O17P2
HMDB0083357;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-22:0)[rac];;1434.0;C79H150O17P2
HMDB0083358;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-22:0)[rac];;1434.0;C79H150O17P2
HMDB0083359;CL(i-13:0/i-18:0/i-17:0/i-22:0);;1438.032;C79H154O17P2
HMDB0083360;CL(a-13:0/i-18:0/a-17:0/i-22:0)[rac];;1438.032;C79H154O17P2
HMDB0083361;CL(i-13:0/i-18:0/a-17:0/i-22:0)[rac];;1438.032;C79H154O17P2
HMDB0083362;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-22:0)[rac];;1434.0;C79H150O17P2
HMDB0083363;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-22:0);;1434.0;C79H150O17P2
HMDB0083364;CL(a-13:0/i-18:0/i-17:0/i-22:0)[rac];;1438.032;C79H154O17P2
HMDB0083365;CL(i-13:0/18:2(9Z,11Z)/a-17:0/i-24:0)[rac];;1462.054;C81H154O17P2
HMDB0083366;CL(a-13:0/18:2(9Z,11Z)/a-17:0/i-24:0)[rac];;1462.054;C81H154O17P2
HMDB0083367;CL(i-13:0/i-18:0/i-17:0/i-24:0);;1466.086;C81H158O17P2
HMDB0083368;CL(a-13:0/i-18:0/a-17:0/i-24:0)[rac];;1466.086;C81H158O17P2
HMDB0083369;CL(i-13:0/i-18:0/a-17:0/i-24:0)[rac];;1466.086;C81H158O17P2
HMDB0083370;CL(a-13:0/18:2(9Z,11Z)/i-17:0/i-24:0)[rac];;1462.054;C81H154O17P2
HMDB0083371;CL(i-13:0/18:2(9Z,11Z)/i-17:0/i-24:0);;1462.054;C81H154O17P2
HMDB0083372;CL(a-13:0/i-18:0/i-17:0/i-24:0)[rac];;1466.086;C81H158O17P2
HMDB0083373;CL(a-13:0/18:2(9Z,11Z)/a-17:0/a-25:0)[rac];;1476.081;C82H156O17P2
HMDB0083374;CL(i-13:0/18:2(9Z,11Z)/a-17:0/a-25:0)[rac];;1476.081;C82H156O17P2
HMDB0083375;CL(i-13:0/i-18:0/a-17:0/a-25:0)[rac];;1480.113;C82H160O17P2
HMDB0083376;CL(a-13:0/18:2(9Z,11Z)/i-17:0/a-25:0)[rac];;1476.081;C82H156O17P2
HMDB0083377;CL(a-13:0/i-18:0/a-17:0/a-25:0)[rac];;1480.113;C82H160O17P2
HMDB0083378;CL(i-13:0/18:2(9Z,11Z)/i-17:0/a-25:0)[rac];;1476.081;C82H156O17P2
HMDB0083379;CL(i-13:0/i-18:0/i-17:0/a-25:0)[rac];;1480.113;C82H160O17P2
HMDB0083380;CL(a-13:0/i-18:0/i-17:0/a-25:0)[rac];;1480.113;C82H160O17P2
HMDB0083381;CL(a-13:0/i-18:0/18:2(9Z,11Z)/i-12:0)[rac];;1307.757;C70H132O17P2
HMDB0083382;CL(i-13:0/i-18:0/i-18:0/i-12:0);;1311.789;C70H136O17P2
HMDB0083383;CL(a-13:0/18:2(9Z,11Z)/i-18:0/i-12:0)[rac];;1307.757;C70H132O17P2
HMDB0083384;CL(i-13:0/18:2(9Z,11Z)/i-18:0/i-12:0);;1307.757;C70H132O17P2
HMDB0083385;CL(a-13:0/i-18:0/i-18:0/i-12:0)[rac];;1311.789;C70H136O17P2
HMDB0083386;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-12:0);;1303.725;C70H128O17P2
HMDB0083387;CL(i-13:0/i-18:0/18:2(9Z,11Z)/i-12:0);;1307.757;C70H132O17P2
HMDB0083388;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-12:0)[rac];;1303.725;C70H128O17P2
HMDB0083389;CL(a-13:0/i-18:0/18:2(9Z,11Z)/i-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083390;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/a-13:0)[rac];;1317.752;C71H130O17P2
HMDB0083391;CL(i-13:0/i-18:0/i-18:0/i-13:0);;1325.816;C71H138O17P2
HMDB0083392;CL(a-13:0/18:2(9Z,11Z)/i-18:0/i-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083393;CL(i-13:0/18:2(9Z,11Z)/i-18:0/i-13:0);;1321.784;C71H134O17P2
HMDB0083394;CL(a-13:0/i-18:0/i-18:0/i-13:0)[rac];;1325.816;C71H138O17P2
HMDB0083395;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-13:0);;1317.752;C71H130O17P2
HMDB0083396;CL(a-13:0/18:2(9Z,11Z)/i-18:0/a-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083397;CL(i-13:0/i-18:0/18:2(9Z,11Z)/i-13:0);;1321.784;C71H134O17P2
HMDB0083398;CL(i-13:0/i-18:0/18:2(9Z,11Z)/a-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083399;CL(a-13:0/i-18:0/18:2(9Z,11Z)/a-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083400;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/a-13:0)[rac];;1317.752;C71H130O17P2
HMDB0083401;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-13:0)[rac];;1317.752;C71H130O17P2
HMDB0083402;CL(i-13:0/18:2(9Z,11Z)/i-18:0/a-13:0)[rac];;1321.784;C71H134O17P2
HMDB0083403;CL(i-13:0/i-18:0/i-18:0/a-13:0)[rac];;1325.816;C71H138O17P2
HMDB0083404;CL(a-13:0/i-18:0/i-18:0/a-13:0)[rac];;1325.816;C71H138O17P2
HMDB0083405;CL(a-13:0/i-18:0/18:2(9Z,11Z)/i-14:0)[rac];;1335.811;C72H136O17P2
HMDB0083406;CL(i-13:0/i-18:0/i-18:0/i-14:0);;1339.843;C72H140O17P2
HMDB0083407;CL(a-13:0/18:2(9Z,11Z)/i-18:0/i-14:0)[rac];;1335.811;C72H136O17P2
HMDB0083408;CL(i-13:0/18:2(9Z,11Z)/i-18:0/i-14:0);;1335.811;C72H136O17P2
HMDB0083409;CL(a-13:0/i-18:0/i-18:0/i-14:0)[rac];;1339.843;C72H140O17P2
HMDB0083410;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-14:0);;1331.779;C72H132O17P2
HMDB0083411;CL(i-13:0/i-18:0/18:2(9Z,11Z)/i-14:0);;1335.811;C72H136O17P2
HMDB0083412;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-14:0)[rac];;1331.779;C72H132O17P2
HMDB0083413;CL(a-13:0/i-18:0/18:2(9Z,11Z)/i-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083414;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/a-15:0)[rac];;1345.806;C73H134O17P2
HMDB0083415;CL(i-13:0/i-18:0/i-18:0/i-15:0);;1353.87;C73H142O17P2
HMDB0083416;CL(a-13:0/18:2(9Z,11Z)/i-18:0/i-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083417;CL(i-13:0/18:2(9Z,11Z)/i-18:0/i-15:0);;1349.838;C73H138O17P2
HMDB0083418;CL(a-13:0/i-18:0/i-18:0/i-15:0)[rac];;1353.87;C73H142O17P2
HMDB0083419;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-15:0);;1345.806;C73H134O17P2
HMDB0083420;CL(a-13:0/18:2(9Z,11Z)/i-18:0/a-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083421;CL(i-13:0/i-18:0/18:2(9Z,11Z)/i-15:0);;1349.838;C73H138O17P2
HMDB0083422;CL(i-13:0/i-18:0/18:2(9Z,11Z)/a-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083423;CL(a-13:0/i-18:0/18:2(9Z,11Z)/a-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083424;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/a-15:0)[rac];;1345.806;C73H134O17P2
HMDB0083425;CL(a-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-15:0)[rac];;1345.806;C73H134O17P2
HMDB0083426;CL(i-13:0/18:2(9Z,11Z)/i-18:0/a-15:0)[rac];;1349.838;C73H138O17P2
HMDB0083427;CL(i-13:0/i-18:0/i-18:0/a-15:0)[rac];;1353.87;C73H142O17P2
HMDB0083428;CL(a-13:0/i-18:0/i-18:0/a-15:0)[rac];;1353.87;C73H142O17P2
HMDB0083429;CL(a-13:0/i-18:0/18:2(9Z,11Z)/i-16:0)[rac];;1363.865;C74H140O17P2
HMDB0083430;CL(i-13:0/i-18:0/i-18:0/i-16:0);;1367.897;C74H144O17P2
HMDB0083431;CL(a-13:0/18:2(9Z,11Z)/i-18:0/i-16:0)[rac];;1363.865;C74H140O17P2
HMDB0083432;CL(i-13:0/18:2(9Z,11Z)/i-18:0/i-16:0);;1363.865;C74H140O17P2
HMDB0083433;CL(a-13:0/i-18:0/i-18:0/i-16:0)[rac];;1367.897;C74H144O17P2
HMDB0083434;CL(i-13:0/18:2(9Z,11Z)/18:2(9Z,11Z)/i-16:0);;1359.833;C74H136O17P2
HMDB0083435;CL(i-13:0/i-18:0/18:2(9Z,11Z)/i-16:0);;1363.865;C74H140O17P2
